,precision,recall,f1-score,support
ΦÇüτÖ╜σ╣▓Θ¥ÆΦè▒τô╖,0.0,0.0,0.0,1.0
ΦÉÑσà╗σ┐½τ║┐,0.0,0.0,0.0,81.0
ΦÑ┐µ╣ûµ╖íσòñ,0.0,0.0,0.0,9.0
ΦÑ┐µ╣ûΦÇüΘà╕σÑ╢,0.0,0.0,0.0,20.0
ΦÑ┐µ╣ûσòñΘàÆσíæσ░üΦå£,0.0,0.0,0.0,14.0
ΦÑ┐µ╣ûσòñΘàÆτ«▒Φúà,0.0,0.0,0.0,8.0
ΦÑ┐σçñΘàÆ,0.0,0.0,0.0,2.0
ΦÑ┐σçñΘàÆ52σ║ªΘôéΘçæσ╣┤Σ╗╜σ░üΦùÅ500ml,0.0,0.0,0.0,2.0
ΦÑ┐σçñΘàÆ52σ║ªσìÄσ▒▒Φ«║σëæ10σ╣┤πÇü20σ╣┤ΘÖêΘà┐500ml,0.0,0.0,0.0,1.0
ΦÑ┐σçñΘàÆτÖ╛σ╣┤σçñτëî,0.0,0.0,0.0,1.0
ΦÖÄτëîσòñΘàÆ,0.0,0.0,0.0,14.0
Φæ▒Σ╝┤Σ╛úµñÆΘ║╗Θ╗äΦ▒åΘà▒718G,0.0,0.0,0.0,67.0
Φæ▒Σ╝┤Σ╛úµñÆΘ║╗Θ╗äΦ▒åΘà▒_τô╢Φúà300G,0.0,0.0,0.0,26.0
Φæ▒Σ╝┤Σ╛úµ┤╗σè¢µù╢Φö¼Θà▒342G,0.0,0.0,0.0,37.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒(Φ╛úσæ│)718G,0.0,0.0,0.0,60.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒1.5KG,0.0,0.0,0.0,146.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒2.2KG,0.0,0.0,0.0,130.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒300G,0.0,0.0,0.0,181.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒500G,0.0,0.0,0.0,123.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒5KG,0.0,0.0,0.0,116.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒718G,0.0,0.0,0.0,72.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒800G,0.0,0.0,0.0,112.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒900G,0.0,0.0,0.0,34.0
Φæ▒Σ╝┤Σ╛úΘ╗äΦ▒åΘà▒_τô╢Φúà300G,0.0,0.0,0.0,18.0
Φæ▒Σ╝┤Σ╛úΦÆ£ΦôëΘ╗äΦ▒åΘà▒718G,0.0,0.0,0.0,37.0
Φæ▒Σ╝┤Σ╛úΦÆ£ΦôëΘ╗äΦ▒åΘà▒_τô╢Φúà300G,0.0,0.0,0.0,11.0
Φæ▒Σ╝┤Σ╛úΦÆ£ΦôëΦ▒åτôúΘà▒300G,0.0,0.0,0.0,63.0
Φæ▒Σ╝┤Σ╛úΦóïΦúàΦ▒åτôúΘà▒,0.0,0.0,0.0,30.0
Φæ▒Σ╝┤Σ╛úΦóïΦúàτö£Θ¥óΘà▒,0.0,0.0,0.0,18.0
Φæ▒Σ╝┤Σ╛úΦ╛úΘ╗äΦ▒åΘà▒(Φ╛úσæ│)900G,0.0,0.0,0.0,13.0
Φæ▒Σ╝┤Σ╛úΦ╛úσæ│Θ╗äΦ▒åΘà▒_τô╢Φúà300G,0.0,0.0,0.0,17.0
Φæ▒Σ╝┤Σ╛úσà¡µ£êΘªÖΦ╛úµñÆΘà▒,0.0,0.0,0.0,102.0
Φæ▒Σ╝┤Σ╛úσà¡µ£êΘªÖΦ▒åτôúΘà▒,0.0,0.0,0.0,347.0
Φæ▒Σ╝┤Σ╛úσà¡µ£êΘªÖΦ▒åτôúΘà▒1.5KG,0.0,0.0,0.0,56.0
Φæ▒Σ╝┤Σ╛úσà¡µ£êΘªÖΦ▒åτôúΘà▒2KG,0.0,0.0,0.0,121.0
Φæ▒Σ╝┤Σ╛úσà¡µ£êΘªÖτö£Θ¥óΘà▒,0.0,0.0,0.0,273.0
Φç╗σôüτë╣τ║ºτöƒµè╜2L,0.0,0.0,0.0,6.0
Φè¼Φ╛╛µñ░σ¡Éσæ│τô╢Φúà,0.0,0.0,0.0,7.0
Φè¼Φ╛╛µ⌐Öσæ│τ╗äσÉêΦúàv1,0.0,0.0,0.0,29.0
Φè¼Φ╛╛µ⌐Öσæ│τ╗äσÉêΦúàv2,0.0,0.0,0.0,3.0
Φè¼Φ╛╛µ⌐Öσæ│τ╗äσÉêΦúàv3,0.0,0.0,0.0,10.0
Φè¼Φ╛╛Θ¢╢σìíµ⌐Öσæ│τô╢Φúà,0.0,0.0,0.0,12.0
Φè¼Φ╛╛Φ££µíâσæ│τô╢Φúà,0.0,0.0,0.0,8.0
Φè¼Φ╛╛Φ££µíâσæ│τ╜ÉΦúà,0.0,0.0,0.0,7.0
Φè¼Φ╛╛ΦÅáΦÉ¥σæ│τô╢Φúà,0.0,0.0,0.0,15.0
Φè¼Φ╛╛ΦÑ┐τô£σæ│τô╢Φúà,0.0,0.0,0.0,10.0
Φè¼Φ╛╛ΦÑ┐τô£σæ│τ╜ÉΦúà,0.0,0.0,0.0,7.0
Φè¼Φ╛╛ΦæíΦÉäσæ│τô╢Φúà,0.0,0.0,0.0,9.0
Φè¼Φ╛╛ΦæíΦÉäσæ│τ╜ÉΦúà,0.0,0.0,0.0,10.0
Φè¼Φ╛╛Φï╣µ₧£σæ│τô╢Φúà,0.0,0.0,0.0,9.0
Φè¼Φ╛╛Φï╣µ₧£σæ│τ╜ÉΦúà,0.0,0.0,0.0,11.0
ΦèÖΦôëτÄï∩╝êΦô¥∩╝ë,0.0,0.0,0.0,3.0
ΦèÖΦôëτÄï∩╝êΦ╜»Φô¥∩╝ë,0.0,0.0,0.0,2.0
ΦèÖΦôëτÄï∩╝êτí¼75mm∩╝ë,0.0,0.0,0.0,58.0
ΦèÖΦôëτÄï∩╝êτí¼µû░τëê∩╝ë,0.0,0.0,0.0,2.0
ΦèÖΦôëτÄï∩╝êτí¼ΘóåΦê¬∩╝ë,0.0,0.0,0.0,3.0
ΦèÖΦôëτÄï∩╝êτí¼Θù¬σ╕ªτ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
ΦèÖΦôëτÄï∩╝êτí¼Σ╕¡µö»∩╝ë,0.0,0.0,0.0,2.0
ΦèÖΦôëτÄï∩╝êτí¼Φô¥µû░τëê∩╝ë,0.0,0.0,0.0,1.0
ΦèÖΦôëτÄï∩╝êτí¼Φô¥τ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
ΦèÖΦôëτÄï∩╝êτí¼τ║óσ╕ªτ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
ΦèÖΦôëτÄï∩╝êτí¼τ║óσ╕ª∩╝ë,0.0,0.0,0.0,1.0
ΦèÖΦôëτÄï∩╝êτí¼τ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
ΦèÖΦôëτÄï∩╝êτí¼∩╝ë,0.0,0.0,0.0,27.0
Φè▒µ£¿µÿƒτÉâµƒÜσ¡É700,0.0,0.0,0.0,3.0
Φè▒µ£¿µÿƒτÉâΦû░ΦíúΦìë700,0.0,0.0,0.0,2.0
ΦêÆΦéñΣ╜│µƒáµ¬¼µ╕àΘªÖσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,9.0
ΦêÆΦéñΣ╜│ΘçæΘô╢Φè▒σ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,1.0
ΦêÆΦéñΣ╜│ΦÑ┐µƒÜσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,3.0
ΦêÆΦéñΣ╜│ΦèªΦìƒΘªÖσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,4.0
ΦêÆΦéñΣ╜│ΦûäΦì╖ΘªÖσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,1.0
ΦêÆΦéñΣ╜│Φû░ΦíúΦìëΘªÖσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,5.0
ΦêÆΦéñΣ╜│τ║»τÖ╜µ╕àΘªÖσ₧ïµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,8.0
Φë║µ£»µÿƒτÉâµ┤ùΦíúµ╢▓Φû░ΦíúΦìëµí╢Φúà,0.0,0.0,0.0,2.0
Φë╛σ░öΘ║ªσòñ330τ╜Éσòñ,0.0,0.0,0.0,12.0
Φë╛σ░öΘ║ªσòñ500_6τ╜Éσòñ,0.0,0.0,0.0,1.0
Φë╛σ░öΘ║ªσòñ550τ╜Éσòñ,0.0,0.0,0.0,11.0
Φë╛σ░öΘ║ªσòñτ«▒Φúà,0.0,0.0,0.0,3.0
ΦîàσÅ░ΘàÆ,0.0,0.0,0.0,2.0
ΦîàσÅ░ΘåçΘªÖΘàÆ,0.0,0.0,0.0,1.0
ΦîàσÅ░Φ┐Äσ«╛ΘàÆ500ml,0.0,0.0,0.0,2.0
ΦîàσÅ░σÄƒµ╡åΘàÆ,0.0,0.0,0.0,1.0
ΦîàσÅ░τÄïσ¡ÉΘàÆ,0.0,0.0,0.0,2.0
Φîéσñº∩╝ê1σÅ╖∩╝ë,0.0,0.0,0.0,1.0
ΦïÅτâƒ∩╝êΘôéµÖ╢∩╝ë,0.0,0.0,0.0,1.0
ΦïÅτâƒ∩╝êΣ║öµÿƒτ║óµ¥ëµáæ∩╝ë,0.0,0.0,0.0,17.0
ΦïÅτâƒ∩╝êΦ╜»Θçæτáé∩╝ë,0.0,0.0,0.0,51.0
Φô¥µ£êΣ║«µëïµ┤ùΣ╕ôτö¿µ┤ùΦíúµ╢▓1kg,0.0,0.0,0.0,1.0
Φô¥µ£êΣ║«µ┤ùµëïµ╢▓,0.0,0.0,0.0,2.0
Φô¥µ£êΣ║«µ┤ùµ┤üτ▓╛Φî╢µ╕à1kg,0.0,0.0,0.0,2.0
Φô¥µ£êΣ║«µ┤ùµ┤üτ▓╛Φî╢µ╕à500g,0.0,0.0,0.0,1.0
Φô¥µ£êΣ║«µ┤ùΦíúµ╢▓(Φç¬τä╢µ╕àΘªÖ) 1kg,0.0,0.0,0.0,2.0
Φô¥µ£êΣ║«µ┤ùΦíúµ╢▓(Φç¬τä╢µ╕àΘªÖ) 2kg,0.0,0.0,0.0,1.0
Φô¥µ£êΣ║«µ┤ùΦíúµ╢▓(Φû░ΦíúΦìëΘªÖ) 1kg,0.0,0.0,0.0,2.0
Φô¥µ£êΣ║«µ┤ùΦíúµ╢▓(Φû░ΦíúΦìëΘªÖ) 2kg,0.0,0.0,0.0,2.0
Φô¥µ£êΣ║«ΦíúΘóåσçÇ,0.0,0.0,0.0,1.0
Φô¥σ╕ªσ░åσå¢σòñΘàÆ,0.0,0.0,0.0,15.0
Φô¥σ╕ªτÄïσòñΘàÆ,0.0,0.0,0.0,1.0
Φô¥σ╕ªτ╗Åσà╕σòñΘàÆ,0.0,0.0,0.0,22.0
Φ┐ÄΘ⌐╛,0.0,0.0,0.0,6.0
Φ┤¥Σ║▓σä┐τ½Ñµ▓Éµ╡┤Θ£▓350,0.0,0.0,0.0,5.0
Φ┤¥Σ║▓σ⌐┤σä┐µ┤ùσÅæµ░┤200,0.0,0.0,0.0,1.0
Φ┤¥Σ║▓σ⌐┤σä┐µ╢ªΦéñµ▓╣200,0.0,0.0,0.0,2.0
Φ┤¥Σ║▓σ⌐┤σä┐µ╢ªΦéñΘ£▓200,0.0,0.0,0.0,3.0
Φ┤¥Σ║▓σ⌐┤σä┐µ▓Éµ╡┤Θ£▓200,0.0,0.0,0.0,1.0
Φ┤¥Σ║▓σ⌐┤σä┐µ▓Éµ╡┤Θ£▓500,0.0,0.0,0.0,2.0
Φ┤¥τæ₧µû»σíöbarista,0.0,0.0,0.0,40.0
Φ┤¥τ║│Θóéµæ⌐σìíµï┐Θôü,0.0,0.0,0.0,4.0
Φ┤¥τ║│Θóéµè╣Φî╢µï┐Θôü,0.0,0.0,0.0,5.0
Φ┤¥τ║│ΘóéσÆûσòíµï┐Θôü,0.0,0.0,0.0,6.0
Φ┤¥τ║│ΘóéσÉìσ£░Φç╗ΘÇë250mlΦÑ┐Φ╛╛µæ⌐,0.0,0.0,0.0,11.0
Φ┤¥τ║│ΘóéσÉìσ£░Φç╗ΘÇë250mlσôÑΣ╝ªµ»öΣ║Ü,0.0,0.0,0.0,17.0
Φ┤¥τ║│Θóéτ╗Åσà╕µ¢╝τë╣σ«üΘúÄσæ│,0.0,0.0,0.0,9.0
Φ┤¥τ║│Θóéτ╗Åσà╕µ¢╝τë╣σ«üΘúÄσæ│τ╜ÉΦúà,0.0,0.0,0.0,5.0
Φ┤¥τ║│Θóéτ╗Åσà╕µäÅσ╝ÅΘúÄσæ│,0.0,0.0,0.0,5.0
Φ┤¥τ║│Θóéτ╗Åσà╕µäÅσ╝ÅΘúÄσæ│τ╜ÉΦúà,0.0,0.0,0.0,3.0
Φ┤¥τ║│Θóéτ╗Åσà╕τ│╗σêù250mlµ¢╝σ╖┤µï┐Θôü,0.0,0.0,0.0,13.0
Φ┤¥τ║│Θóéτ╗Åσà╕τ│╗σêù250mlµæ⌐σìí,0.0,0.0,0.0,57.0
Φ┤¥τ║│Θóéτ╗Åσà╕τ│╗σêù250mlµï┐Θôü,0.0,0.0,0.0,78.0
Φ┤¥τ║│Θóéτ╗Åσà╕τ│╗σêù250mlΦô¥σ▒▒,0.0,0.0,0.0,37.0
Φ┤¥τ║│Θóéτ╗Åσà╕τ│╗σêù250mlτäªτ│ûτÄ¢σÑçµ£╡,0.0,0.0,0.0,3.0
Φ┤¥τ║│Θóéτ╗äσÉêΦúà,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êµëüτ¢Æσì░τ¼¼σ«ëτü½τºì∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êµû░Φ┤╡∩╝ë,0.0,0.0,0.0,4.0
Φ┤╡τâƒ∩╝êµ┤₧ΦùÅµêÉΘªÖ∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êΘçæτÖ╛σÉê∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êΦÉâ∩╝ë,0.0,0.0,0.0,5.0
Φ┤╡τâƒ∩╝êΦíîΦÇà∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êΦô¥Φë▓τÜäτê▒∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êΦ╖¿Φ╢è∩╝ë,0.0,0.0,0.0,4.0
Φ┤╡τâƒ∩╝êΦ╜»Θ½ÿΘü╡∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êσ¢╜ΘàÆΘªÖ 30∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êσû£∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êσ░Åσ¢╜ΘàÆΘªÖ∩╝ë,0.0,0.0,0.0,3.0
Φ┤╡τâƒ∩╝êτ¢¢Σ╕û∩╝ë,0.0,0.0,0.0,3.0
Φ┤╡τâƒ∩╝êτªÅσñ⌐Σ╕ï∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êτªÅ∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτÄëµ╢▓1σÅ╖∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êτÄëµ╢▓2σÅ╖∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτí¼Θ½ÿΘü╡∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτí¼Θ╗äτ▓╛σôü∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτí¼σ░Åσ¢╜ΘàÆΘªÖ∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτö£Σ╣íµ┤₧ΦùÅ∩╝ë,0.0,0.0,0.0,2.0
Φ┤╡τâƒ∩╝êτ╗åµö»ΦíîΦÇà∩╝ë,0.0,0.0,0.0,1.0
Φ┤╡τâƒ∩╝êτ╗åµö»σ¢╜ΘàÆΘªÖ30∩╝ë,0.0,0.0,0.0,3.0
Φ╛╛Φâ╜τóºµéá,0.0,0.0,0.0,16.0
Φ╛╛σê⌐σ¢¡Θ¥Æµóàτ╗┐Φî╢,0.0,0.0,0.0,2.0
Φ░╖σÆÜΦ░╖τë⌐ΘÑ«µûÖ,0.0,0.0,0.0,2.0
Φ░╖τÜäΣ╝ÿµá╝τ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Φ░╖τë⌐µá╕µíâΣ╝ÿµá╝ΘúÄσæ│σÅæΘà╡Σ╣│,0.0,0.0,0.0,7.0
Φ░╖τë⌐Θ╗äµíâΣ╝ÿµá╝ΘúÄσæ│σÅæΘà╡Σ╣│,0.0,0.0,0.0,13.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü300gΦù£Θ║ªτÄëτ▒│,0.0,0.0,0.0,29.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü300gτçòΘ║ªΦ░╖τ▓Æ,0.0,0.0,0.0,62.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü300gτ║óΦ▒åτ┤½τ▒│,0.0,0.0,0.0,84.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü950gΦù£Θ║ªτÄëτ▒│,0.0,0.0,0.0,22.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü950gτçòΘ║ªΦ░╖τ▓Æ,0.0,0.0,0.0,104.0
Φ░╖τë⌐τë¢Σ╣│ΘÑ«σôü950gτ║óΦ▒åτ┤½τ▒│,0.0,0.0,0.0,81.0
Φ▒¬µá╝τÖ╗σòñΘàÆ,0.0,0.0,0.0,30.0
Φ▒åµ£¼Φ▒åΦ▒åσÑ╢250ml,0.0,0.0,0.0,2.0
Φ▒åµ£¼Φ▒åΦ▒åσÑ╢250mlτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Φ▒åµ£¼Φ▒åΦ▒åσÑ╢250ml∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,5.0
σ¢¢σ¡úσ«¥Φè▒τöƒΘà▒,0.0,0.0,0.0,33.0
σ¢¢σ╖¥Θ½ÿτ▓▒ΘàÆ,0.0,0.0,0.0,12.0
σ¢¢σ╖¥τ║óΘ½ÿτ▓▒,0.0,0.0,0.0,7.0
σ¢¢τë╣ΘàÆ,0.0,0.0,0.0,3.0
σ¢╜τ¬ûτ╗Åσà╕τ¢ÆΦúà,0.0,0.0,0.0,1.0
σ£ƒΦÇ│σà╢Φë╛ΦÅ▓,0.0,0.0,0.0,17.0
σ¥¢σ¥¢ΘªÖτ▓╛σê╢σëüµñÆΘà▒,0.0,0.0,0.0,22.0
σª«τ╗┤Θ¢àµƒöτ╛Äµ╢ªΦéñΘ£▓,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àµ╖▒σ▒éµ╗ïµ╢ªµ╢ªΦéñΣ╣│µ╢▓200,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àΘÿ▓µÖÆΘ££,0.0,0.0,0.0,2.0
σª«τ╗┤Θ¢àΘÿ▓µÖÆΘÜöτª╗,0.0,0.0,0.0,2.0
σª«τ╗┤Θ¢àΣ║æµƒöµ░¿σƒ║Θà╕µ┤ùΘ¥óσÑ╢Σ┐¥µ╣┐,0.0,0.0,0.0,2.0
σª«τ╗┤Θ¢àΣ║æµƒöµ░¿σƒ║Θà╕µ┤ùΘ¥óσÑ╢ΦÄ╣Σ║«,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àΣ╕¥µƒöτ╛ÄτÖ╜τê╜Φéñµ░┤200,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àσç¥µ░┤µ┤╗ΘççΘåÆΦéñµ░┤,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àτö╖σú½µ┤ùΘ¥óσÑ╢σå░µ₧ü,0.0,0.0,0.0,2.0
σª«τ╗┤Θ¢àτö╖σú½µ┤ùΘ¥óτäòτÖ╜Σ║«Φéñ100g,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àτö╖σú½µ┤ùΘ¥óτó│µ│Ñµèùτùÿ100,0.0,0.0,0.0,1.0
σª«τ╗┤Θ¢àτö╖σú½µ┤ùΘ¥óτó│µ│Ñµèùτùÿ150,0.0,0.0,0.0,2.0
σª«τ╗┤Θ¢àτö╖σú½µ┤ùΘ¥óτó│µ│ÑΣ║«Φéñ150,0.0,0.0,0.0,2.0
σªÖτ«íσ«╢ΘªÖµ░¢µ┤üσÄòµ╢▓600g,0.0,0.0,0.0,2.0
σªÖτ«íσ«╢σ╝║µòêµ┤üσÄòµ╢▓600g,0.0,0.0,0.0,3.0
σªéσ«₧,0.0,0.0,0.0,18.0
σ«¥Θ╝Äσñ⌐Θ▒╝Θåïτ▓╛500ML,0.0,0.0,0.0,27.0
σ«¥Θ╝Äσñ⌐Θ▒╝τ▓╛Θà┐τÖ╜Θåï500ML,0.0,0.0,0.0,22.0
σ«¥Σ║¿∩╝êσ«¥τÅá∩╝ë,0.0,0.0,0.0,1.0
σ«¥τƒ┐σè¢µ░┤τë╣,0.0,0.0,0.0,6.0
σ«úΘàÆ,0.0,0.0,0.0,2.0
σ«üµ│óτë¢σÑ╢µ╢îΣ╝ÿΘ▓£τë¢σÑ╢,0.0,0.0,0.0,9.0
σ«üµ│óτë¢σÑ╢Θ¢åσ¢óΘ▓£τë¢σÑ╢980ml,0.0,0.0,0.0,2.0
σ«╢σ«ëµ┤üσÄòΘ£╕227g,0.0,0.0,0.0,3.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúµ╢▓µ┤╗Σ╕╜µéªΦë▓2kg,0.0,0.0,0.0,4.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúµ╢▓Θÿ│σàëσçÇΦÅî2kg,0.0,0.0,0.0,5.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúµ╢▓Φ╢àσçíσçÇΘÇÅ2kg,0.0,0.0,0.0,3.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúµ╢▓∩╝êΦóï∩╝ë,0.0,0.0,0.0,4.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúτÜéΦ╢àσçíσçÇΘÇÅµ╕àΘ¢àτÖ╛σÉê205g,0.0,0.0,0.0,16.0
σ«╢σ«ëΘà╡τ┤áµ┤ùΦíúτÜéΦ╢àσçíσçÇΘÇÅµ╕àΘ¢àτÖ╛σÉê205g_3,0.0,0.0,0.0,5.0
σ«╢σ«ëσÄ¿µê┐σ╝║µòêσçÇµ▓╣σò½σû▒500g,0.0,0.0,0.0,9.0
σ«╢σ«ëσÄ¿σì½Σ╕ôτö¿µùïτÖ╜µ┤üσÄòµ╢▓µ╕àΘªÖσ₧ï500g,0.0,0.0,0.0,12.0
σ«╢σ«ëτ«íΘüôτûÅΘÇÜµ╢▓600g,0.0,0.0,0.0,6.0
σ«╢σ«ëτ¼¼Σ║îΣ╗úµ┤ùΦíúµ£║µº╜µ╕àµ┤üσëé375g,0.0,0.0,0.0,8.0
σ«╢σ«ëτçòΘ║ªτ▓ƒτ▒│ΘñÉσà╖σçÇ750g,0.0,0.0,0.0,10.0
σ«╢σ«ëτ⌐║Φ░âµ╕àµ┤ùσëé360ml,0.0,0.0,0.0,55.0
σ«╢σ«ëτ▒│τ▓╛σìÄΘñÉσà╖σçÇ750g,0.0,0.0,0.0,10.0
σ«╢σàâΘ╕íτ▓╛,0.0,0.0,0.0,4.0
σ¿âσôêσôêADΘÆÖσÑ╢,0.0,0.0,0.0,38.0
σ¿âσôêσôêµá╝τôªµû»,0.0,0.0,0.0,2.0
σ¿âσôêσôêµ┐Çµ┤╗τ╗┤τöƒτ┤áΘÑ«σôüµƒáµ¬¼σæ│,0.0,0.0,0.0,1.0
σ¿âσôêσôêµ┐Çµ┤╗τ╗┤τöƒτ┤áΘÑ«σôüµƒæµ⌐ÿσæ│,0.0,0.0,0.0,2.0
σ¿âσôêσôêµ░┤µ₧£τ╗┐Φî╢,0.0,0.0,0.0,3.0
σ¿âσôêσôêΘ⌐▒σè¿Cµƒáµ¬¼µ▒üτó│Θà╕ΘÑ«µûÖ,0.0,0.0,0.0,5.0
σ¿âσôêσôêΦÉÑσà╗Σ║öΦ░╖τ║óΦ▒åσæ│,0.0,0.0,0.0,2.0
σ¿âσôêσôêσå░τ║óΦî╢,0.0,0.0,0.0,7.0
σ¿âσôêσôêτƒ┐µ│ëµ░┤,0.0,0.0,0.0,11.0
σ¿çσ¡É∩╝êX∩╝ë,0.0,0.0,0.0,28.0
σ¿çσ¡É∩╝êµá╝Φ░âτ╗åµö»∩╝ë,0.0,0.0,0.0,25.0
σ¿çσ¡É∩╝êµù╢Σ╗úΘÿ│σàë∩╝ë,0.0,0.0,0.0,7.0
σ¿çσ¡É∩╝êΘ╗æ∩╝ë,0.0,0.0,0.0,2.0
σ¿çσ¡É∩╝êΣ║öτ▓«µ╡ôΘªÖΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
σ¿çσ¡É∩╝êΣ║öτ▓«ΘåçΘªÖ∩╝ë,0.0,0.0,0.0,2.0
σ¿çσ¡É∩╝êΦ╜»Θÿ│σàë∩╝ë,0.0,0.0,0.0,2.0
σ¿çσ¡É∩╝êσ«╜τ¬äσªéµäÅ∩╝ë,0.0,0.0,0.0,3.0
σ¿çσ¡É∩╝êσ«╜τ¬äσÑ╜Φ┐Éτ╗åµö»∩╝ë,0.0,0.0,0.0,4.0
σ¿çσ¡É∩╝êσ«╜τ¬äσÑ╜Φ┐É∩╝ë,0.0,0.0,0.0,1.0
σ¿çσ¡É∩╝êσ«╜τ¬äσ╣│σ«ëΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
σ¿çσ¡É∩╝êσ«╜τ¬ä∩╝ë,0.0,0.0,0.0,2.0
σ¿üµû»∩╝êσ░Åτåèτî½∩╝ë,0.0,0.0,0.0,1.0
σ¿üτÄï10µòêσà¿Φâ╜σÄ¿µê┐µ╕àµ┤üσëé500g,0.0,0.0,0.0,1.0
σ¿üτÄïΘçìµ▓╣µ▒íσçÇµ╕àµ┤üσëé,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒµ»ÅµùÑσÄ╗µ▓╣ΘÖñµ▒íσû╖Θ¢╛350g,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒµ┤üσÄòµ╢▓600,0.0,0.0,0.0,6.0
σ¿üτî¢σàêτöƒµ┤üσÄòµ╢▓900g,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒµ┤üσÄòµ╢▓µƒæµ⌐ÿµ╕àΘªÖ500g,0.0,0.0,0.0,4.0
σ¿üτî¢σàêτöƒµ┤üσÄòµ╢▓µƒæµ⌐ÿµ╕àΘªÖ900g,0.0,0.0,0.0,4.0
σ¿üτî¢σàêτöƒµ┤üσÄòµ╢▓µ╕àΘªÖσ₧ï480g,0.0,0.0,0.0,1.0
σ¿üτî¢σàêτöƒµ┤üσÄòσò½σû▒µƒáµ¬¼Φìë750g,0.0,0.0,0.0,8.0
σ¿üτî¢σàêτöƒµ╕àµ┤üσëéµƒáµ¬¼500,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒµ╕àµ┤üσëéµ╡┤σ«ñ500,0.0,0.0,0.0,1.0
